student_id,question_id,topic,difficulty,question_type,student_answer,correct_answer,is_correct,score,time_spent,result,transaction
S84,Q22,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,28,Correct,"['Student_S84', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S61,Q45,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,38,Correct,"['Student_S61', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S79,Q1,Clustering,Easy,True/False,Uses FP-tree,Initial centroids,0,0,19,Wrong,"['Student_S79', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S71,Q47,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,59,Correct,"['Student_S71', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S37,Q16,Apriori,Easy,MCQ,Uses FP-tree,Candidate generation,0,0,36,Wrong,"['Student_S37', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S82,Q51,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,0,0,48,Wrong,"['Student_S82', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S69,Q2,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,55,Correct,"['Student_S69', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S19,Q19,Feature Selection,Easy,True/False,Reduce dimensionality,Reduce dimensionality,1,1,25,Correct,"['Student_S19', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S74,Q27,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,43,Correct,"['Student_S74', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S47,Q5,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,34,Correct,"['Student_S47', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S61,Q3,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,57,Correct,"['Student_S61', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S3,Q23,Clustering,Medium,MCQ,Initial centroids,Initial centroids,1,1,56,Correct,"['Student_S3', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S85,Q41,Clustering,Hard,True/False,Support and Confidence,Initial centroids,0,0,12,Wrong,"['Student_S85', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S46,Q35,Data Preprocessing,Hard,MCQ,True,True,1,1,59,Correct,"['Student_S46', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S88,Q30,Outlier Detection,Hard,MCQ,Support and Confidence,Detect anomalies,0,0,14,Wrong,"['Student_S88', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Wrong']"
S92,Q50,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,22,Correct,"['Student_S92', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S6,Q51,FP-Growth,Easy,True/False,Candidate generation,Uses FP-tree,0,0,42,Wrong,"['Student_S6', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S51,Q53,Evaluation Metrics,Medium,True/False,Decision Tree,Accuracy,0,0,58,Wrong,"['Student_S51', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S83,Q13,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,51,Correct,"['Student_S83', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S43,Q18,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,35,Correct,"['Student_S43', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S96,Q29,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,41,Correct,"['Student_S96', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S89,Q32,Data Preprocessing,Hard,True/False,True,True,1,1,15,Correct,"['Student_S89', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S94,Q28,Clustering,Medium,MCQ,Accuracy,Initial centroids,0,0,28,Wrong,"['Student_S94', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S42,Q7,Clustering,Medium,True/False,Candidate generation,Initial centroids,0,0,38,Wrong,"['Student_S42', 'Topic_Clustering', 'Difficulty_Medium', 'Wrong']"
S78,Q46,Feature Selection,Easy,True/False,True,Reduce dimensionality,0,0,38,Wrong,"['Student_S78', 'Topic_Feature Selection', 'Difficulty_Easy', 'Wrong']"
S6,Q47,Data Preprocessing,Hard,True/False,True,True,1,1,27,Correct,"['Student_S6', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S82,Q51,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,33,Correct,"['Student_S82', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S66,Q52,Association Rules,Easy,MCQ,Support and Confidence,Support and Confidence,1,1,48,Correct,"['Student_S66', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S87,Q51,Outlier Detection,Easy,MCQ,Initial centroids,Detect anomalies,0,0,25,Wrong,"['Student_S87', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S100,Q42,Data Preprocessing,Medium,True/False,True,True,1,1,46,Correct,"['Student_S100', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S5,Q39,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,33,Correct,"['Student_S5', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S48,Q29,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,43,Correct,"['Student_S48', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S47,Q26,Data Preprocessing,Hard,True/False,True,True,1,1,25,Correct,"['Student_S47', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S15,Q2,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,45,Correct,"['Student_S15', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S16,Q17,Apriori,Hard,True/False,Uses FP-tree,Candidate generation,0,0,49,Wrong,"['Student_S16', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S37,Q45,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,18,Correct,"['Student_S37', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S10,Q29,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,15,Correct,"['Student_S10', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S88,Q55,Data Preprocessing,Hard,True/False,Initial centroids,True,0,0,45,Wrong,"['Student_S88', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Wrong']"
S70,Q19,Apriori,Easy,MCQ,True,Candidate generation,0,0,42,Wrong,"['Student_S70', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S29,Q8,FP-Growth,Easy,MCQ,Detect anomalies,Uses FP-tree,0,0,11,Wrong,"['Student_S29', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S47,Q36,Data Preprocessing,Medium,MCQ,Initial centroids,True,0,0,14,Wrong,"['Student_S47', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S40,Q26,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,59,Correct,"['Student_S40', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S53,Q53,Clustering,Easy,True/False,Initial centroids,Initial centroids,1,1,51,Correct,"['Student_S53', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S10,Q29,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,18,Correct,"['Student_S10', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S100,Q36,Association Rules,Easy,True/False,Accuracy,Support and Confidence,0,0,13,Wrong,"['Student_S100', 'Topic_Association Rules', 'Difficulty_Easy', 'Wrong']"
S16,Q34,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,20,Correct,"['Student_S16', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S42,Q60,FP-Growth,Medium,True/False,Uses FP-tree,Uses FP-tree,1,1,15,Correct,"['Student_S42', 'Topic_FP-Growth', 'Difficulty_Medium', 'Correct']"
S33,Q13,Evaluation Metrics,Medium,MCQ,Candidate generation,Accuracy,0,0,49,Wrong,"['Student_S33', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S69,Q6,Evaluation Metrics,Hard,MCQ,Accuracy,Accuracy,1,1,47,Correct,"['Student_S69', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S75,Q10,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,46,Correct,"['Student_S75', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S6,Q53,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,51,Correct,"['Student_S6', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S99,Q37,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,59,Correct,"['Student_S99', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S74,Q27,Classification,Medium,True/False,Candidate generation,Decision Tree,0,0,40,Wrong,"['Student_S74', 'Topic_Classification', 'Difficulty_Medium', 'Wrong']"
S32,Q52,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,14,Correct,"['Student_S32', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S89,Q4,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,40,Correct,"['Student_S89', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S60,Q14,Data Preprocessing,Hard,MCQ,True,True,1,1,30,Correct,"['Student_S60', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S92,Q21,Data Preprocessing,Medium,MCQ,True,True,1,1,58,Correct,"['Student_S92', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S48,Q33,Evaluation Metrics,Easy,True/False,Accuracy,Accuracy,1,1,25,Correct,"['Student_S48', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S60,Q8,Apriori,Medium,MCQ,Support and Confidence,Candidate generation,0,0,16,Wrong,"['Student_S60', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
S7,Q19,Feature Selection,Hard,True/False,Uses FP-tree,Reduce dimensionality,0,0,20,Wrong,"['Student_S7', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S42,Q60,Data Preprocessing,Easy,MCQ,True,True,1,1,41,Correct,"['Student_S42', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S66,Q30,Outlier Detection,Medium,True/False,Decision Tree,Detect anomalies,0,0,15,Wrong,"['Student_S66', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Wrong']"
S51,Q33,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,47,Correct,"['Student_S51', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S46,Q4,Classification,Medium,True/False,Decision Tree,Decision Tree,1,1,48,Correct,"['Student_S46', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S84,Q44,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,16,Correct,"['Student_S84', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S56,Q9,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,58,Correct,"['Student_S56', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S52,Q24,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,46,Correct,"['Student_S52', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S72,Q13,Data Preprocessing,Hard,True/False,True,True,1,1,14,Correct,"['Student_S72', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S50,Q33,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,49,Correct,"['Student_S50', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S88,Q40,Clustering,Easy,MCQ,Initial centroids,Initial centroids,1,1,35,Correct,"['Student_S88', 'Topic_Clustering', 'Difficulty_Easy', 'Correct']"
S48,Q51,Data Preprocessing,Hard,True/False,True,True,1,1,58,Correct,"['Student_S48', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S19,Q13,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,12,Correct,"['Student_S19', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S5,Q9,Data Preprocessing,Medium,True/False,True,True,1,1,19,Correct,"['Student_S5', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S78,Q58,Evaluation Metrics,Easy,True/False,True,Accuracy,0,0,20,Wrong,"['Student_S78', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Wrong']"
S51,Q40,Apriori,Hard,True/False,Accuracy,Candidate generation,0,0,42,Wrong,"['Student_S51', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S69,Q32,Apriori,Medium,MCQ,True,Candidate generation,0,0,31,Wrong,"['Student_S69', 'Topic_Apriori', 'Difficulty_Medium', 'Wrong']"
S87,Q8,Feature Selection,Hard,True/False,Decision Tree,Reduce dimensionality,0,0,48,Wrong,"['Student_S87', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S61,Q17,FP-Growth,Hard,MCQ,Detect anomalies,Uses FP-tree,0,0,20,Wrong,"['Student_S61', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S68,Q41,Feature Selection,Easy,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,12,Correct,"['Student_S68', 'Topic_Feature Selection', 'Difficulty_Easy', 'Correct']"
S74,Q45,Clustering,Easy,MCQ,Detect anomalies,Initial centroids,0,0,30,Wrong,"['Student_S74', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S54,Q10,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,0,0,42,Wrong,"['Student_S54', 'Topic_Feature Selection', 'Difficulty_Hard', 'Wrong']"
S100,Q40,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,55,Correct,"['Student_S100', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S18,Q34,FP-Growth,Hard,True/False,Detect anomalies,Uses FP-tree,0,0,43,Wrong,"['Student_S18', 'Topic_FP-Growth', 'Difficulty_Hard', 'Wrong']"
S49,Q21,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,44,Correct,"['Student_S49', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S46,Q44,Apriori,Hard,True/False,Uses FP-tree,Candidate generation,0,0,25,Wrong,"['Student_S46', 'Topic_Apriori', 'Difficulty_Hard', 'Wrong']"
S36,Q36,Apriori,Easy,True/False,Candidate generation,Candidate generation,0,0,55,Wrong,"['Student_S36', 'Topic_Apriori', 'Difficulty_Easy', 'Wrong']"
S27,Q45,Outlier Detection,Medium,True/False,Detect anomalies,Detect anomalies,1,1,32,Correct,"['Student_S27', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S72,Q60,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,46,Correct,"['Student_S72', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S87,Q35,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,59,Correct,"['Student_S87', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S19,Q19,Classification,Medium,MCQ,Decision Tree,Decision Tree,1,1,32,Correct,"['Student_S19', 'Topic_Classification', 'Difficulty_Medium', 'Correct']"
S57,Q42,Apriori,Hard,True/False,Candidate generation,Candidate generation,1,1,23,Correct,"['Student_S57', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S26,Q53,Evaluation Metrics,Medium,True/False,Support and Confidence,Accuracy,0,0,16,Wrong,"['Student_S26', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S79,Q48,FP-Growth,Easy,MCQ,Accuracy,Uses FP-tree,0,0,24,Wrong,"['Student_S79', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S82,Q15,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,31,Correct,"['Student_S82', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S92,Q31,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,10,Correct,"['Student_S92', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S71,Q60,Association Rules,Medium,True/False,Support and Confidence,Support and Confidence,1,1,40,Correct,"['Student_S71', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S84,Q13,Apriori,Medium,True/False,Candidate generation,Candidate generation,1,1,51,Correct,"['Student_S84', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S8,Q59,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,44,Correct,"['Student_S8', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S95,Q47,Classification,Easy,True/False,Decision Tree,Decision Tree,1,1,21,Correct,"['Student_S95', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S5,Q54,Feature Selection,Medium,MCQ,Candidate generation,Reduce dimensionality,0,0,12,Wrong,"['Student_S5', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S2,Q20,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,39,Correct,"['Student_S2', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S83,Q35,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,42,Correct,"['Student_S83', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S60,Q18,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,20,Correct,"['Student_S60', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S94,Q30,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,10,Correct,"['Student_S94', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S95,Q22,Apriori,Hard,MCQ,Candidate generation,Candidate generation,1,1,21,Correct,"['Student_S95', 'Topic_Apriori', 'Difficulty_Hard', 'Correct']"
S79,Q55,Feature Selection,Medium,True/False,Initial centroids,Reduce dimensionality,0,0,35,Wrong,"['Student_S79', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S86,Q7,Association Rules,Easy,True/False,Support and Confidence,Support and Confidence,1,1,30,Correct,"['Student_S86', 'Topic_Association Rules', 'Difficulty_Easy', 'Correct']"
S32,Q1,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,38,Correct,"['Student_S32', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S97,Q18,Data Preprocessing,Medium,MCQ,True,True,1,1,26,Correct,"['Student_S97', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S84,Q24,FP-Growth,Easy,MCQ,Detect anomalies,Uses FP-tree,0,0,29,Wrong,"['Student_S84', 'Topic_FP-Growth', 'Difficulty_Easy', 'Wrong']"
S21,Q26,Evaluation Metrics,Hard,True/False,Accuracy,Accuracy,1,1,54,Correct,"['Student_S21', 'Topic_Evaluation Metrics', 'Difficulty_Hard', 'Correct']"
S16,Q41,Apriori,Medium,MCQ,Candidate generation,Candidate generation,1,1,24,Correct,"['Student_S16', 'Topic_Apriori', 'Difficulty_Medium', 'Correct']"
S18,Q31,Association Rules,Medium,True/False,Reduce dimensionality,Support and Confidence,0,0,54,Wrong,"['Student_S18', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S71,Q59,Outlier Detection,Hard,MCQ,Detect anomalies,Detect anomalies,1,1,58,Correct,"['Student_S71', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S32,Q44,Clustering,Hard,True/False,Accuracy,Initial centroids,0,0,55,Wrong,"['Student_S32', 'Topic_Clustering', 'Difficulty_Hard', 'Wrong']"
S47,Q5,Clustering,Easy,MCQ,Accuracy,Initial centroids,0,0,19,Wrong,"['Student_S47', 'Topic_Clustering', 'Difficulty_Easy', 'Wrong']"
S22,Q21,Evaluation Metrics,Medium,MCQ,Accuracy,Accuracy,1,1,53,Correct,"['Student_S22', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S27,Q46,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,13,Correct,"['Student_S27', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S59,Q9,Evaluation Metrics,Medium,True/False,Accuracy,Accuracy,1,1,46,Correct,"['Student_S59', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Correct']"
S8,Q36,Outlier Detection,Hard,True/False,Detect anomalies,Detect anomalies,1,1,56,Correct,"['Student_S8', 'Topic_Outlier Detection', 'Difficulty_Hard', 'Correct']"
S3,Q26,Apriori,Easy,MCQ,Candidate generation,Candidate generation,1,1,47,Correct,"['Student_S3', 'Topic_Apriori', 'Difficulty_Easy', 'Correct']"
S10,Q3,Feature Selection,Medium,MCQ,Accuracy,Reduce dimensionality,0,0,13,Wrong,"['Student_S10', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S9,Q60,Outlier Detection,Easy,True/False,Reduce dimensionality,Detect anomalies,0,0,21,Wrong,"['Student_S9', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Wrong']"
S99,Q9,Feature Selection,Medium,True/False,Reduce dimensionality,Reduce dimensionality,1,1,38,Correct,"['Student_S99', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S49,Q25,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,51,Correct,"['Student_S49', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S45,Q8,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,43,Correct,"['Student_S45', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S17,Q47,FP-Growth,Easy,MCQ,Uses FP-tree,Uses FP-tree,1,1,29,Correct,"['Student_S17', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S60,Q44,Evaluation Metrics,Medium,True/False,Uses FP-tree,Accuracy,0,0,25,Wrong,"['Student_S60', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S59,Q23,Association Rules,Medium,MCQ,Support and Confidence,Support and Confidence,1,1,56,Correct,"['Student_S59', 'Topic_Association Rules', 'Difficulty_Medium', 'Correct']"
S98,Q8,Classification,Hard,True/False,Decision Tree,Decision Tree,0,0,25,Wrong,"['Student_S98', 'Topic_Classification', 'Difficulty_Hard', 'Wrong']"
S27,Q5,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,38,Correct,"['Student_S27', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
S77,Q44,Classification,Easy,MCQ,Decision Tree,Decision Tree,1,1,35,Correct,"['Student_S77', 'Topic_Classification', 'Difficulty_Easy', 'Correct']"
S57,Q15,Evaluation Metrics,Easy,MCQ,Accuracy,Accuracy,1,1,18,Correct,"['Student_S57', 'Topic_Evaluation Metrics', 'Difficulty_Easy', 'Correct']"
S65,Q19,FP-Growth,Hard,True/False,Uses FP-tree,Uses FP-tree,1,1,46,Correct,"['Student_S65', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S77,Q50,Data Preprocessing,Easy,True/False,Support and Confidence,True,0,0,52,Wrong,"['Student_S77', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Wrong']"
S67,Q15,Feature Selection,Medium,True/False,Decision Tree,Reduce dimensionality,0,0,45,Wrong,"['Student_S67', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S76,Q57,Association Rules,Hard,True/False,Support and Confidence,Support and Confidence,1,1,45,Correct,"['Student_S76', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S64,Q4,Data Preprocessing,Hard,True/False,True,True,1,1,60,Correct,"['Student_S64', 'Topic_Data Preprocessing', 'Difficulty_Hard', 'Correct']"
S68,Q21,Feature Selection,Medium,MCQ,Candidate generation,Reduce dimensionality,0,0,34,Wrong,"['Student_S68', 'Topic_Feature Selection', 'Difficulty_Medium', 'Wrong']"
S24,Q49,Evaluation Metrics,Medium,MCQ,Uses FP-tree,Accuracy,0,0,29,Wrong,"['Student_S24', 'Topic_Evaluation Metrics', 'Difficulty_Medium', 'Wrong']"
S91,Q10,Outlier Detection,Easy,True/False,Detect anomalies,Detect anomalies,1,1,36,Correct,"['Student_S91', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S72,Q34,Association Rules,Medium,MCQ,Candidate generation,Support and Confidence,0,0,23,Wrong,"['Student_S72', 'Topic_Association Rules', 'Difficulty_Medium', 'Wrong']"
S43,Q42,Clustering,Medium,True/False,Initial centroids,Initial centroids,1,1,15,Correct,"['Student_S43', 'Topic_Clustering', 'Difficulty_Medium', 'Correct']"
S69,Q47,FP-Growth,Easy,True/False,Uses FP-tree,Uses FP-tree,1,1,34,Correct,"['Student_S69', 'Topic_FP-Growth', 'Difficulty_Easy', 'Correct']"
S87,Q39,Classification,Easy,MCQ,Accuracy,Decision Tree,0,0,23,Wrong,"['Student_S87', 'Topic_Classification', 'Difficulty_Easy', 'Wrong']"
S62,Q14,Data Preprocessing,Medium,MCQ,Uses FP-tree,True,0,0,22,Wrong,"['Student_S62', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S95,Q8,Outlier Detection,Easy,MCQ,Detect anomalies,Detect anomalies,1,1,35,Correct,"['Student_S95', 'Topic_Outlier Detection', 'Difficulty_Easy', 'Correct']"
S31,Q36,Data Preprocessing,Medium,True/False,True,True,1,1,39,Correct,"['Student_S31', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S69,Q42,Data Preprocessing,Medium,True/False,True,True,1,1,33,Correct,"['Student_S69', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Correct']"
S66,Q57,Outlier Detection,Medium,MCQ,Detect anomalies,Detect anomalies,1,1,56,Correct,"['Student_S66', 'Topic_Outlier Detection', 'Difficulty_Medium', 'Correct']"
S61,Q49,Data Preprocessing,Easy,True/False,True,True,1,1,30,Correct,"['Student_S61', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S53,Q3,FP-Growth,Hard,MCQ,Uses FP-tree,Uses FP-tree,1,1,11,Correct,"['Student_S53', 'Topic_FP-Growth', 'Difficulty_Hard', 'Correct']"
S34,Q36,Feature Selection,Medium,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,22,Correct,"['Student_S34', 'Topic_Feature Selection', 'Difficulty_Medium', 'Correct']"
S43,Q15,Feature Selection,Hard,MCQ,Reduce dimensionality,Reduce dimensionality,1,1,41,Correct,"['Student_S43', 'Topic_Feature Selection', 'Difficulty_Hard', 'Correct']"
S71,Q42,Data Preprocessing,Medium,True/False,Detect anomalies,True,0,0,39,Wrong,"['Student_S71', 'Topic_Data Preprocessing', 'Difficulty_Medium', 'Wrong']"
S22,Q47,Data Preprocessing,Easy,MCQ,True,True,1,1,56,Correct,"['Student_S22', 'Topic_Data Preprocessing', 'Difficulty_Easy', 'Correct']"
S70,Q32,Association Rules,Hard,MCQ,Support and Confidence,Support and Confidence,1,1,43,Correct,"['Student_S70', 'Topic_Association Rules', 'Difficulty_Hard', 'Correct']"
S5,Q54,Clustering,Hard,MCQ,Initial centroids,Initial centroids,1,1,58,Correct,"['Student_S5', 'Topic_Clustering', 'Difficulty_Hard', 'Correct']"
